Price,Car,Mileage,Ext_color,Int_color,Transmission,Drivetrain
9491,2018 Mazda Mazda3 Touring,65835.0,White,Black,Automatic,FWD
8399,2015 Toyota Corolla L,70322.0,Silve,Othe,Automatic,FWD
9298,2018 Ford Focus SE,40426.0,White,Black,Automatic,FWD
9891,2019 Hyundai Accent SE,43112.0,Gray,Black,Automatic,FWD
9500,2015 Nissan Altima 2.5 S,67107.0,Silve,Gray,CVT,FWD
6999,2014 Nissan Sentra S,90783.0,Blue,Gray,CVT,FWD
9590,2014 Ford Fusion SE,75821.0,Silve,Black,Automatic,FWD
9990,2015 Hyundai Sonata SE,44814.0,Black,Gray,Automatic,FWD
8000,2013 Acura ILX 2.0L w/Premium Package,101477.0,Silve,Beige,Automatic,FWD
6995,2014 Nissan Sentra S,64409.0,Silve,Gray,CVT,FWD
6498,2015 Nissan Versa 1.6 S+,61482.0,Gray,Othe,CVT,FWD
6200,2011 Mitsubishi Outlander Sport SE,81000.0,Blue,Black,Automatic,Unknown
3499,2012 Kia Soul Base,128245.0,White,Black,Automatic,FWD
8588,2012 Ford Fusion SE,30217.0,White,Gray,Automatic,FWD
4988,2012 Nissan 1.6 SV,87941.0,Silve,Gray,CVT,FWD
8998,2013 Nissan Altima 2.5 S,63419.0,White,Beige,CVT,FWD
9995,2016 Nissan Altima 2.5 S,86710.0,Red,Gray,CVT,FWD
2990,2013 Nissan Xterra S,211302.0,Black,Gray,Automatic,RWD
9995,2016 Dodge Dart SE,51625.0,Silve,Othe,Automatic,FWD
9350,2019 Nissan Versa 1.6 SV,34561.0,Red,Othe,Automatic,FWD
6998,2016 Nissan Sentra S,97498.0,Gray,Gray,CVT,FWD
7500,2013 Nissan Sentra SL,99250.0,Black,Gray,CVT,FWD
8483,2011 Toyota RAV4 Base,106822.0,Red,Gray,Automatic,FWD
7987,2015 Nissan Versa 1.6 SV,78793.0,White,Gray,CVT,FWD
7128,2012 Ford Explorer XLT,304450.0,Gray,Gray,Automatic,FWD
7498,2014 Kia Forte Koup EX,47208.0,Black,Black,Automatic,FWD
9900,2018 Nissan Versa 1.6 SV,45396.0,Red,Gray,CVT,FWD
5900,2010 MINI Cooper,77920.0,Silve,Black,Automatic,FWD
8988,2014 Nissan Sentra FE+ SV,53378.0,Silve,Othe,CVT,FWD
7993,2014 Kia Soul +,91978.0,Gray,Black,Automatic,FWD
5999,2013 Chevrolet Captiva Sport 2LS,118215.0,Gold,Gray,Automatic,FWD
7999,2013 Nissan Pathfinder SV,130000.0,Beige,Black,CVT,4x4/4-wheel drive
9994,2011 BMW 128 i,58003.0,Silve,Beige,Automatic,RWD
6495,2013 Hyundai Veloster Base,59245.0,Red,Black,Manual,FWD
8595,2016 Kia Rio LX,47372.0,White,Black,Automatic,FWD
9989,2018 Nissan Versa SV,38125.0,Silve,Gray,CVT,FWD
9152,2019 Hyundai Accent SE,36281.0,White,Black,Automatic,FWD
7250,2012 Acura TL Technology,203626.0,Black,Black,Automatic,FWD
9995,2016 smart ForTwo Passion,32568.0,Orange,Black,Automatic,RWD
5888,2013 Hyundai Sonata GLS,125000.0,Blue,Gray,Automatic,FWD
8994,2013 Nissan Juke S,60183.0,Gray,Black,CVT,FWD
4999,2012 Chevrolet Cruze 1LT,110321.0,Black,Gray,Automatic,FWD
9998,2016 Dodge Dart SXT,80246.0,White,Black,Automatic,FWD
8995,2013 Nissan Sentra SR,74388.0,Black,Gray,CVT,FWD
9750,2016 Ford Fusion S,71369.0,Black,Black,Automatic,FWD
6400,2017 Mitsubishi Mirage ES,54505.0,Gray,Black,Automatic,FWD
9995,2016 Nissan Sentra S,55287.0,Black,Gray,CVT,FWD
6000,2012 Nissan Rogue SV w/SL Pkg,134810.0,Black,Black,CVT,FWD
10000,2018 Ford Fiesta SE,37093.0,Black,Black,Automatic,FWD
8954,2012 Nissan Altima 2.5 SL,46176.0,Gray,Gray,CVT,FWD
6400,2011 Dodge Nitro Heat,119619.0,Black,Gray,Automatic,4x4/4-wheel drive
5995,2012 Chrysler 200 Touring,85565.0,Blue,Black,Automatic,FWD
9477,2019 Ford Fiesta SE,32812.0,Silve,Othe,Automatic,FWD
7795,2010 BMW 528 i,119209.0,Black,Beige,Automatic,RWD
7399,2012 Honda Civic LX,58945.0,Red,Beige,Automatic,FWD
9998,2013 INFINITI G37 Journey,93182.0,White,Othe,Automatic,RWD
8781,2012 Toyota Yaris L,16673.0,Silve,Othe,Automatic,FWD
7488,2012 Ford Edge SEL,123634.0,Black,Black,Automatic,FWD
8988,2014 Mazda Mazda3 s Touring,71207.0,Silve,Black,Automatic,FWD
8900,2012 Nissan Rogue SV,83892.0,Silve,Black,CVT,FWD
9484,2019 Nissan Versa 1.6 SV,34243.0,Red,Othe,CVT,FWD
6699,2011 Toyota Corolla Base,78111.0,White,Gray,Automatic,FWD
4000,2012 Chrysler 200 Limited,100038.0,Black,Gray,Automatic,FWD
9475,2012 GMC Acadia SLT-1,136374.0,White,Gray,Automatic,FWD
4995,2012 Chevrolet Sonic LT,141447.0,Silve,Othe,Manual,FWD
8990,2010 Dodge Grand Caravan Crew,139929.0,Red,Gray,Automatic,FWD
6595,2011 Chrysler 200 Touring,79950.0,White,Black,Automatic,FWD
9995,2017 Nissan Altima 2.5 S,65882.0,Silve,Gray,CVT,FWD
9298,2017 Nissan Sentra S,40399.0,White,Gray,CVT,FWD
7198,2016 Ford Fiesta SE,43946.0,Gray,Black,Automatic,FWD
9944,2016 Ford Fusion SE,57576.0,Blue,Othe,Automatic,FWD
8500,2011 Nissan Xterra S,98819.0,Red,Gray,Automatic,RWD
9490,2017 Nissan Sentra S,60927.0,White,Gray,CVT,FWD
7788,2016 Ford Focus SE,80085.0,Blue,Black,Automatic,FWD
9888,2019 Chevrolet Sonic LS,11982.0,Black,Gray,Automatic,FWD
9290,2012 Hyundai Santa Fe Limited,75336.0,Black,Beige,Automatic,FWD
8490,2015 FIAT 500L Trekking,69813.0,Blue,Brow,Automatic,FWD
8897,2018 Nissan Versa 1.6 SV,45705.0,White,Gray,CVT,FWD
8487,2014 Toyota Corolla LE,89733.0,White,Gray,CVT,FWD
8977,2015 Chrysler 200 C,98553.0,Silve,Black,Automatic,FWD
9599,2013 Chevrolet Spark 1LT,16774.0,Black,Silve,Automatic,FWD
9995,2019 Kia Rio S,38833.0,White,Black,Automatic,FWD
9798,2018 Hyundai Elantra SEL,61981.0,Blue,Gray,Automatic,FWD
9699,2017 Nissan NV200 S,86016.0,White,Gray,CVT,FWD
8999,2016 Nissan Sentra SR,72192.0,Black,Gray,CVT,FWD
7998,2014 Volkswagen Jetta S,38795.0,Brown,Beige,Automatic,FWD
7490,2017 Kia Forte LX,60540.0,Black,Black,Automatic,FWD
8995,2016 Kia Forte LX,43839.0,Gray,Black,Automatic,FWD
7995,2017 Chevrolet Cruze LS,18636.0,Othe,Othe,Automatic,FWD
7500,2017 Nissan Sentra SV,32546.0,Black,Othe,CVT,FWD
9990,2011 Acura TL Technology,129360.0,Gray,Beige,Automatic,FWD
7495,2012 Nissan Rogue S,73392.0,Silve,Black,CVT,AWD
8995,2019 Chevrolet Malibu LT,11497.0,Black,Black,CVT,FWD
5800,2014 Mazda CX-5 Sport,77331.0,Black,Black,Manual,FWD
9000,2012 Volvo XC60 3.2 Premier Plus,76925.0,Gray,Beige,Automatic,FWD
9590,2017 Toyota Corolla LE,40084.0,Black,Beige,CVT,FWD
9298,2016 Jeep Patriot Sport,50899.0,Red,Gray,CVT,FWD
7491,2016 Nissan Sentra S,60326.0,Silve,Gray,CVT,FWD
9391,2017 Toyota Corolla LE,45392.0,Gray,Gray,Automatic,FWD
8298,2014 Volkswagen Passat 1.8T S,50567.0,Gray,Black,Automatic,FWD
7991,2018 Nissan Versa 1.6 SV,44256.0,White,Othe,Automatic,FWD
3991,2013 Dodge Avenger SE,107068.0,Blue,Gray,Automatic,FWD
9190,2012 BMW 528 i,78112.0,White,Brow,Automatic,RWD
7890,2012 BMW 328 i,84834.0,Black,Beige,Automatic,RWD
9955,2016 Nissan Altima 2.5 S,66371.0,Gray,Gray,CVT,FWD
9995,2018 Nissan Sentra SV,39947.0,Blue,Gray,CVT,FWD
7995,2016 Hyundai Elantra SE,81546.0,Red,Gray,Automatic,FWD
7490,2016 Nissan Sentra SR,113146.0,Gray,Gray,CVT,FWD
6451,2013 FIAT 500 Sport,56000.0,Blue,Black,Automatic,FWD
8590,2013 Chevrolet Malibu 1LS,89149.0,Black,Black,Automatic,FWD
9490,2016 Chevrolet Cruze Limited 1LT,48237.0,Silve,Gray,Automatic,FWD
9990,2017 Ford Fusion SE,69441.0,White,Gray,Automatic,FWD
9630,2019 Nissan Sentra S,37431.0,Gray,Othe,CVT,FWD
6000,2012 Ford Fusion SE,92762.0,White,Gray,Automatic,FWD
8500,2011 Buick Enclave 1XL,115001.0,Gray,Othe,Automatic,FWD
9798,2017 Nissan Sentra S,35867.0,Black,Gray,CVT,FWD
9698,2015 Toyota Corolla S Plus,57743.0,Black,Black,CVT,FWD
9298,2014 Ford Taurus SEL,77242.0,White,Beige,Automatic,FWD
9900,2015 Hyundai Accent GLS,64504.0,Beige,Beige,Automatic,FWD
8989,2014 Nissan Sentra SR,51382.0,Silve,Black,Automatic,FWD
7500,2015 Ford Fiesta SE,71028.0,Gray,Black,Automatic,FWD
5990,2012 FIAT 500 Pop,39057.0,Othe,Othe,Manual,FWD
8996,2013 Mazda Mazda5 Grand Touring,79980.0,Gray,Beige,Automatic,FWD
8937,2015 Nissan Versa Note SR,31864.0,Black,Gray,CVT,FWD
9995,2016 Mazda Mazda3 i Sport,93691.0,Black,Black,Automatic,FWD
9676,2016 Hyundai Elantra Value Edition,37182.0,Red,Black,Automatic,FWD
8750,2011 BMW 328 i,85820.0,Black,Gray,Automatic,RWD
9456,2018 Ford Fiesta SE,37100.0,White,Gray,Automatic,FWD
6992,2016 Dodge Dart SXT,88322.0,White,Black,Automatic,FWD
9900,2017 Hyundai Sonata Base,76533.0,Black,Gray,Automatic,FWD
5500,2011 Jeep Patriot Sport,108000.0,Silve,Gray,CVT,FWD
7949,2014 FIAT 500L Lounge,67500.0,Blue,Black,Automatic,Unknown
5788,2010 Scion tC,93194.0,Red,Black,Automatic,FWD
9871,2014 Hyundai Elantra SE,50024.0,White,Gray,Automatic,FWD
9500,2016 Hyundai Elantra SE,36307.0,Blue,Beige,Automatic,FWD
6988,2015 Chevrolet Spark 1LT,45339.0,Green,Gree,CVT,FWD
8599,2015 Chevrolet Spark LS,59576.0,White,Gray,CVT,FWD
9000,2011 BMW 335 i,78000.0,White,Black,Automatic,RWD
3000,2013 Toyota Corolla LE,88431.0,White,Gray,Automatic,FWD
9999,2010 Dodge Challenger R/T,110000.0,Black,Black,Automanual,RWD
8625,2016 Chrysler 200 Limited,123675.0,Black,Black,Automatic,FWD
7561,2011 Lincoln MKZ Base,88443.0,Black,Beige,Automatic,FWD
8495,2013 Nissan Altima 2.5 S,77000.0,Red,Gray,CVT,FWD
8364,2013 Ford Escape SEL,80425.0,Gray,Black,Automatic,FWD
9170,2015 FIAT 500L Trekking,64724.0,Yellow,Brow,Automatic,FWD
7900,2013 Ford Transit Connect XL,95508.0,White,Gray,Automatic,FWD
8495,2016 Ford Fiesta S,24858.0,Black,Black,Automatic,FWD
8598,2011 Nissan Juke SL,96933.0,White,Black,CVT,FWD
8700,2014 Honda Civic LX,75362.0,Red,Gray,CVT,FWD
6100,2014 Jeep Patriot Sport,116394.0,Gray,Gray,Automatic,FWD
6300,2013 Chevrolet Impala LTZ,109915.0,Silve,Black,Automatic,FWD
9990,2017 Hyundai Accent Value Edition,47130.0,White,Gray,Automatic,FWD
5995,2014 Hyundai Accent GLS,100437.0,Black,Gray,Automatic,FWD
8995,2010 Cadillac SRX Premium Collection,107048.0,Gray,Othe,Automatic,FWD
8988,2015 Hyundai Veloster Base,75788.0,Orange,Black,Automatic,FWD
8489,2013 Nissan Juke S,79719.0,Gray,Gray,CVT,FWD
7995,2013 Hyundai Elantra GS,65930.0,Blue,Gray,Automatic,FWD
7988,2014 Volkswagen Jetta SE w/Connectivity,66892.0,Gray,Gray,Automatic,FWD
6999,2015 Mazda Mazda3 i Touring,108259.0,Black,Beige,Automatic,FWD
9000,2014 Chevrolet Traverse 1LT,125100.0,Black,Othe,Automatic,AWD
7900,2014 Hyundai Accent GS,98007.0,Blue,Gray,Automatic,FWD
9500,2016 Chevrolet Cruze Limited 1LT,58898.0,Red,Gray,Automatic,FWD
9995,2016 Dodge Dart SE,49163.0,Blue,Black,Automatic,FWD
8980,2014 Nissan Sentra S,48427.0,Silve,Black,CVT,FWD
9480,2016 Nissan Versa 1.6 S,36740.0,White,Gray,Automatic,FWD
7900,2013 Nissan Rogue SV,109861.0,Gray,Othe,CVT,FWD
9532,2018 Nissan Sentra S,60037.0,Blue,Gray,Automatic,FWD
8369,2017 Hyundai Elantra SE,90584.0,Silve,Beige,Automatic,FWD
7472,2011 Mitsubishi Lancer ES,52420.0,Red,Black,Automatic,FWD
8200,2013 Chevrolet Equinox 1LT,80603.0,Green,Black,Automatic,FWD
9375,2018 Chevrolet Cruze LT,50069.0,Silve,Black,Automatic,FWD
9997,2017 Nissan Sentra SV,30918.0,Gray,Gray,CVT,FWD
9999,2015 Ford Fusion SE,100123.0,Gray,Gray,Automatic,FWD
9398,2018 Kia Rio LX,22671.0,Black,Gray,Automatic,FWD
9429,2015 Chrysler 200 Limited,51295.0,White,Black,Automatic,FWD
8991,2018 Nissan Sentra S,44634.0,Blue,Gray,Automatic,FWD
8991,2017 Mazda Mazda6 Touring,97832.0,Gray,Black,Automatic,FWD
3500,2010 Toyota Matrix XRS,100000.0,White,Black,Automatic,AWD
9395,2016 Hyundai Elantra SE,56117.0,Blue,Beige,Automatic,FWD
6000,2016 Nissan Sentra SV,90000.0,Red,Black,Automatic,FWD
9499,2015 MINI Hardtop Cooper,42045.0,Green,Black,Automatic,FWD
9198,2017 Hyundai Elantra SE,42286.0,Red,Beige,Automatic,FWD
9345,2017 Ford Focus SE,26954.0,Gray,Black,Automatic,FWD
7968,2015 Chevrolet Cruze LS,81902.0,White,Black,Automatic,FWD
6690,2016 Chevrolet Sonic LT,81858.0,Gray,Black,Automatic,FWD
9390,2015 Hyundai Elantra SE,59318.0,Gray,Gray,Automatic,FWD
9791,2014 Ford Fusion SE,55210.0,White,Black,Automatic,FWD
4495,2013 Nissan Rogue S,72269.0,Gray,Black,CVT,AWD
9595,2016 Hyundai Tucson SE,98834.0,Gray,Gray,Automatic,FWD
6999,2016 Nissan Versa Note SV,65257.0,White,Gray,CVT,FWD
9498,2015 Volkswagen Passat 1.8T Limited Edition,58898.0,Black,Beige,Automatic,FWD
5590,2011 Toyota Corolla LE,77668.0,Blue,Gray,Automatic,FWD
7950,2011 Mercedes-Benz C 300,104300.0,Red,Beige,Automatic,RWD
7998,2017 Hyundai Accent SE,47816.0,Gray,Black,Automatic,FWD
8498,2015 Nissan Versa Note SR,36455.0,White,Gray,CVT,FWD
5990,2012 Chevrolet Equinox 1LT,136005.0,Gold,Black,Automatic,FWD
7995,2016 Hyundai Elantra SE,80915.0,White,Gray,Automatic,FWD
7990,2016 Nissan Versa SV,36387.0,White,Gray,CVT,FWD
8651,2017 Nissan Versa SV,42349.0,Black,Gray,CVT,FWD
9990,2011 Acura TL 3.5,49650.0,Red,Beige,Automatic,FWD
3990,2015 Chevrolet Sonic LS,74746.0,Blue,Black,Manual,FWD
9252,2018 Chevrolet Spark LS,11853.0,Gray,Black,CVT,FWD
5990,2012 Nissan Rogue SV w/SL Pkg,104888.0,Gray,Black,CVT,FWD
7788,2013 Toyota Corolla L,69705.0,Brown,Gray,Automatic,FWD
8991,2012 Dodge Journey SXT,89593.0,Black,Black,Automatic,FWD
9598,2017 Nissan Sentra S,30347.0,Silve,Gray,CVT,FWD
8995,2011 Buick Regal CXL,98587.0,Gold,Beige,Automatic,FWD
5500,2011 Chevrolet Cruze ECO,121577.0,Black,Black,Manual,FWD
7000,2016 Nissan Altima 2.5 S,95005.0,Blue,Gray,CVT,FWD
8960,2019 Nissan Versa 1.6 SV,36240.0,Silve,Othe,Automatic,FWD
8500,2015 Chevrolet Cruze LS,73797.0,White,Black,Automatic,FWD
6998,2013 Ford Fiesta SE,68758.0,Green,Othe,Automatic,FWD
7500,2011 Hyundai Sonata Limited,102706.0,Blue,Gray,Automatic,FWD
5994,2012 Hyundai Elantra GLS,80480.0,Brown,Beige,Automatic,FWD
9049,2010 Ford Edge Limited,80899.0,White,Gray,Automatic,FWD
8000,2014 Hyundai Sonata GLS,300.0,Red,Black,Automatic,FWD
7990,2015 Mitsubishi Mirage ES,24146.0,Silve,Othe,Automatic,FWD
9292,2016 Nissan Sentra S,64433.0,Silve,Gray,CVT,FWD
7500,2014 Dodge Journey SXT,127970.0,Silve,Black,Automatic,FWD
9998,2018 Nissan Versa 1.6 SV,41336.0,Red,Gray,CVT,FWD
9900,2018 Nissan Versa 1.6 SV,40637.0,Black,Gray,CVT,FWD
9998,2015 Hyundai Elantra SE,31989.0,Silve,Gray,Automatic,FWD
3500,2011 Mazda Mazda3 i Touring,147894.0,Blue,Black,Automatic,FWD
3400,2013 Ford Fiesta SE,148530.0,Gray,Othe,Automatic,FWD
5995,2013 FIAT 500 Sport,81100.0,Gray,Black,Manual,FWD
9680,2016 Chevrolet Cruze LS,68915.0,Blue,Black,Automatic,FWD
7991,2017 Mitsubishi Mirage ES,31495.0,Blue,Black,CVT,FWD
9988,2015 Nissan NV200 S,99239.0,White,Black,CVT,FWD
7598,2012 Hyundai Veloster Base,72602.0,Blue,Black,Automatic,FWD
9400,2015 Hyundai Tucson GLS,61000.0,Black,Beige,Automatic,FWD
9596,2016 Toyota Corolla LE,70847.0,Black,White,CVT,FWD
7500,2012 Mercedes-Benz C 250,118834.0,Black,Black,Automatic,RWD
9981,2017 Nissan Versa Note SV,18922.0,White,Gray,CVT,FWD
9500,2013 Mazda CX-5 Grand Touring,104910.0,Black,Black,Automatic,FWD
9989,2014 Hyundai Sonata GLS,67461.0,Brown,Beige,Automatic,FWD
9984,2013 Toyota RAV4 XLE,106868.0,Blue,Gray,Automatic,FWD
7681,2011 Hyundai Sonata GLS,77620.0,Blue,Beige,Automatic,FWD
7999,2010 MINI Cooper,44632.0,White,Othe,Automatic,FWD
9980,2015 Nissan Sentra SV,43670.0,Gray,Gray,CVT,FWD
9892,2016 Volkswagen Passat 1.8T SE,102495.0,Black,Beige,Automatic,FWD
8995,2013 Volkswagen GTI 4-Door,80638.0,Gray,Gray,Automatic,FWD
7708,2015 Chrysler 200 Limited,116026.0,Red,Black,Automatic,FWD
8395,2013 Nissan Juke SL,101427.0,Black,Black,CVT,AWD
9999,2015 Chevrolet Malibu 2LT,83451.0,White,Black,Automatic,FWD
10000,2013 MINI Coupe Cooper,19462.0,Green,Black,Automatic,FWD
5499,2011 Toyota Camry,182348.0,Black,Gray,Automatic,FWD
7950,2015 Ford Fusion S,97834.0,Black,Black,Automatic,FWD
8490,2015 Mazda Mazda6 i Sport,89702.0,Black,Black,Automatic,FWD
9495,2017 Kia Soul +,84124.0,Gray,Gray,Automatic,FWD
5772,2014 Nissan Versa 1.6 S,60645.0,Silve,Gray,Manual,FWD
8500,2011 Volvo C70 T5,88656.0,White,Othe,Automatic,FWD
6000,2013 Ford Fusion SE,101492.0,Red,Beige,Automatic,FWD
4700,2013 Mazda Mazda3 i SV,105422.0,Black,Black,Automatic,FWD
7995,2015 Dodge Dart SE,73768.0,Red,Black,Manual,FWD
8995,2013 Hyundai Veloster Base,71298.0,White,Gray,Manual,FWD
9800,2014 Nissan Rogue SV,74723.0,Blue,Gray,CVT,FWD
7498,2012 Scion tC Base,95582.0,White,Othe,Manual,FWD
9491,2016 Chevrolet Cruze LT,76674.0,White,Black,Automatic,FWD
9988,2013 Lincoln MKZ Base,106497.0,Red,Othe,Automatic,AWD
6990,2015 Ford Fiesta S,53264.0,Black,Black,Automatic,FWD
8500,2016 Volkswagen Passat 1.8T S,59308.0,White,Black,Automatic,FWD
9960,2012 Mercedes-Benz C 250,119618.0,Black,Beige,Automatic,RWD
9991,2015 Kia Optima LX,104773.0,White,Black,Automatic,FWD
9995,2013 Honda Crosstour EX,126369.0,Gray,Black,Automatic,FWD
5998,2013 Nissan Altima 2.5 S,158370.0,Silve,Gray,CVT,FWD
7999,2011 Ford Focus SES,80353.0,Blue,Black,Automatic,FWD
7488,2013 Kia Optima LX,103101.0,White,Gray,Automatic,FWD
7995,2013 Volkswagen Passat 2.5 SE,76088.0,Blue,Black,Automatic,FWD
9213,2015 Nissan Altima 2.5 SL,80841.0,White,Beige,CVT,FWD
7997,2016 Dodge Dart SE,40637.0,White,Black,Manual,FWD
7798,2014 Toyota Corolla L,72995.0,Silve,Gray,Automatic,FWD
7498,2013 Hyundai Elantra Limited,86543.0,Gray,Gray,Automatic,FWD
9121,2015 Dodge Journey SE,62016.0,Gray,Black,Automatic,FWD
8300,2015 Chevrolet Cruze LS,65787.0,White,Black,Automatic,FWD
8800,2014 Volkswagen CC 2.0T Sport,69651.0,White,Black,Automatic,FWD
9515,2015 Chevrolet Trax LT,84554.0,Black,Black,Automatic,FWD
7995,2015 Toyota Yaris LE,60157.0,White,Black,Automatic,FWD
7352,2011 Nissan Juke SL,99422.0,Silve,Black,Manual,FWD
6427,2012 Dodge Journey SXT,104080.0,Black,Black,Automatic,AWD
9995,2018 Nissan Versa 1.6 SV,42488.0,Red,Gray,CVT,FWD
9797,2015 Toyota Corolla S Plus,43827.0,Silve,Gray,CVT,FWD
8990,2014 Jeep Compass Latitude,56125.0,Blue,Gray,Automatic,FWD
7999,2013 Kia Forte SX,40113.0,Silve,Black,Automatic,FWD
8000,2016 Nissan Altima 2.5 S,6100.0,Gray,Black,Automanual,FWD
9990,2012 Toyota Camry SE,65196.0,Gray,Black,Automatic,FWD
7999,2017 Hyundai Accent SE,64437.0,Black,Gray,Automatic,FWD
9999,2016 Hyundai Sonata Base,60608.0,White,Gray,Automatic,FWD
9391,2019 Nissan Sentra S,43247.0,White,Gray,Automatic,FWD
4990,2011 Hyundai Sonata GLS,106633.0,Blue,Gray,Automatic,FWD
9491,2018 Toyota Corolla LE,44541.0,Black,Othe,Automatic,FWD
5890,2013 Toyota Corolla LE,75999.0,White,Gray,Automatic,FWD
3990,2015 Kia Soul Base,161258.0,Brown,Black,Manual,FWD
7591,2015 Jeep Cherokee Sport,85440.0,Black,Black,Automatic,FWD
5991,2014 Chevrolet Spark LS,64973.0,Black,Silve,Automatic,FWD
6390,2013 Ford Fusion SE,125722.0,White,Black,Other / Unknown,FWD
9791,2014 Chevrolet Traverse 1LT,103845.0,Gray,Othe,Automatic,FWD
8590,2010 Cadillac CTS Luxury,78588.0,Beige,Beige,Automatic,RWD
9895,2012 Toyota Camry SE,89936.0,Silve,Black,Automatic,FWD
9990,2017 Hyundai Elantra SE,61918.0,Red,Beige,Automatic,FWD
7898,2015 Nissan Versa Note SR,58343.0,Black,Gray,CVT,FWD
3995,2011 Jeep Patriot Sport,141966.0,Silve,Beige,CVT,FWD
9976,2017 Chevrolet Cruze LT,80662.0,Black,Black,Automatic,FWD
9990,2019 Nissan Sentra S,36146.0,Othe,Othe,Automatic,FWD
10000,2012 Subaru Forester 2.5X Limited,76860.0,White,Gray,Automatic,AWD
6500,2011 Chevrolet Malibu LS,89114.0,Gold,Gray,Automatic,FWD
9950,2013 Nissan Rogue SV w/SL Pkg,72312.0,Silve,Black,CVT,FWD
6997,2016 Kia Forte LX,67043.0,White,Black,Automatic,FWD
9000,2014 Kia Forte EX,67674.0,Blue,Gray,Automatic,FWD
7987,2014 Volkswagen Passat Auto SEL Premium,85183.0,White,Black,Automatic,FWD
6400,2014 Ford Focus SE,79000.0,Red,Black,CVT,AWD
8788,2012 Ford Taurus SE,100266.0,White,Gray,Automatic,FWD
9999,2017 Ford Focus SE,26713.0,Silve,Black,Automatic,FWD
7980,2014 Chevrolet Equinox 1LT,137448.0,White,Black,Automatic,FWD
9988,2016 Chevrolet Cruze Limited LS,70258.0,Silve,Black,Automatic,FWD
8989,2015 Toyota Prius c Four,89344.0,Red,Gray,Automatic,FWD
7850,2013 Toyota Camry L,99267.0,Gold,White,Automatic,FWD
9499,2015 Hyundai Elantra SE,56012.0,White,Gray,Automatic,FWD
8991,2014 Dodge Journey SXT,78900.0,White,Black,Automatic,FWD
7999,2013 Toyota Camry LE,87323.0,Gray,Othe,Automatic,FWD
6772,2016 Hyundai Accent SE,92890.0,Silve,Gray,Automatic,FWD
9298,2017 Nissan Altima 2.5 S,132084.0,Silve,Gray,CVT,FWD
9400,2011 Honda Pilot EX-L,110000.0,Red,Beige,Automatic,FWD
7331,2016 Nissan Versa Note SV,85697.0,Red,Gray,CVT,FWD
7499,2016 Chevrolet Sonic LT,62085.0,Blue,Black,Automatic,FWD
6900,2013 Chevrolet Impala LTZ,82176.0,White,Beige,Automatic,FWD
5994,2010 Dodge Journey SXT,105350.0,Gold,Beige,Automatic,FWD
9707,2017 Nissan Versa 1.6 SV,48230.0,Gray,Gray,CVT,FWD
7300,2013 Dodge Journey SE,90627.0,Silve,Black,Automatic,FWD
6000,2012 Hyundai Accent GLS,80007.0,Red,Beige,Automatic,FWD
6900,2013 Volkswagen Jetta SE,81195.0,White,Black,Automatic,FWD
7977,2013 Nissan Altima 2.5 SV,88225.0,Red,Gray,CVT,FWD
9994,2017 Hyundai Elantra SE,37951.0,Red,Beige,Automatic,FWD
10000,2015 Ford Fusion SE,69536.0,Silve,Black,Automatic,FWD
6888,2016 Chevrolet Spark LS,79457.0,Gray,Black,CVT,FWD
7996,2010 Ford Focus SE,61256.0,White,Black,Automatic,FWD
8995,2013 Chevrolet Equinox 1LT,83125.0,Gray,Gray,Automatic,FWD
7988,2011 Mazda CX-7 i SV,63098.0,Black,Black,Automatic,FWD
7916,2014 Hyundai Accent GLS,48468.0,Gray,Gray,Automatic,FWD
6995,2015 Nissan Versa Note SV,53945.0,Red,Black,CVT,FWD
8990,2015 Jeep Renegade Latitude,88333.0,Black,Beige,Manual,FWD
9000,2013 Toyota Corolla S,63720.0,Gray,Gray,Automatic,FWD
8500,2013 Nissan Pathfinder SV,82492.0,Black,Gray,CVT,FWD
4895,2010 Hyundai Elantra GLS,86146.0,Black,Gray,Automatic,FWD
7998,2013 Hyundai Accent GLS,69729.0,Blue,Beige,Manual,FWD
7499,2011 Toyota RAV4 Base,106000.0,Silve,Gray,Automatic,FWD
8992,2015 Ford Fiesta SE,51310.0,White,Othe,Automatic,FWD
5780,2012 Nissan Altima 2.5 S,104955.0,White,Gray,CVT,FWD
9495,2018 Nissan Versa 1.6 SV,41133.0,Gray,Black,CVT,FWD
6983,2013 Nissan Juke S,94395.0,Black,Black,CVT,FWD
9400,2016 Ford Focus SE,37037.0,Gray,Black,Manual,FWD
9991,2013 smart ForTwo Passion,63783.0,White,Gray,Automatic,RWD
5988,2014 Kia Forte EX,97580.0,White,Gray,Automatic,FWD
8850,2012 BMW 528 i xDrive,130944.0,Black,Black,Automatic,AWD
8700,2018 Kia Soul Base,28832.0,Silve,Black,Automatic,FWD
6000,2011 Ford Fusion SE,77875.0,White,Gray,Automatic,FWD
8995,2014 Ford Focus SE,67520.0,Blue,Black,Automatic,FWD
9300,2013 Kia Optima EX,130900.0,Silve,Black,Automatic,FWD
9995,2016 Kia Soul Base,49876.0,Green,Black,Manual,FWD
8887,2014 Hyundai Accent GS,84859.0,Red,Othe,Automatic,FWD
5450,2010 Hyundai Elantra GLS,,Blue,Gray,Automatic,FWD
8145,2011 GMC Terrain SLE-1,96545.0,Blue,Gray,Automatic,FWD
10000,2016 Chevrolet Cruze Limited 1LT,69593.0,Silve,Black,Automatic,FWD
