Price,Car,Mileage,Ext_color,Int_color,Transmission,Drivetrain
9991,2012 Nissan Murano SL,101000.0,White,Othe,CVT,FWD
5975,2010 Volkswagen Tiguan S,130777.0,Black,Gray,Automatic,FWD
7900,2010 Jeep Patriot Sport,137434.0,White,Gray,Manual,FWD
10000,2010 Lincoln MKS Base,89609.0,Red,Black,Automatic,FWD
7495,2010 Ford Escape Limited,146711.0,White,Othe,Automatic,FWD
9590,2016 Ford Fiesta SE,76379.0,Blue,Othe,Other / Unknown,FWD
9988,2011 GMC Terrain SLE-2,80572.0,Silve,Black,Automatic,FWD
9990,2013 Hyundai Elantra GS,65340.0,Blue,Gray,Automatic,FWD
8708,2012 Scion xB Release Series 9.0,76292.0,Orange,Gray,Manual,FWD
7721,2014 Jeep Compass Sport,120631.0,Blue,Gray,Manual,FWD
8999,2013 Nissan Altima 2.5 SL,133665.0,Silve,Black,CVT,FWD
9480,2011 Toyota Sienna XLE,180946.0,White,Beige,Automatic,FWD
6400,2012 Kia Rio5 LX,77484.0,Black,Othe,Automatic,FWD
9900,2010 Lincoln Navigator L,150000.0,Black,Black,Automatic,RWD
8991,2013 Honda CR-V LX,96066.0,White,Beige,Automatic,AWD
8849,2017 Volkswagen Jetta 1.4T S,59595.0,Gray,Black,Automatic,FWD
9798,2018 Hyundai Accent SE,45533.0,Gray,Black,Automatic,FWD
8498,2017 Hyundai Accent SE,47504.0,White,Gray,Automatic,FWD
9690,2013 Ford Fusion Titanium,98150.0,Red,Black,Automatic,FWD
8691,2013 Buick Verano Base,54477.0,Black,Gray,Automatic,FWD
9663,2013 Buick Regal Premium 1,110913.0,Black,Black,Automatic,FWD
7992,2012 Nissan Rogue SV,84497.0,Gray,Gray,CVT,FWD
9905,2018 Nissan Versa 1.6 SV,34187.0,Red,Gray,CVT,FWD
9999,2018 Ford Focus SE,44922.0,White,Black,Automatic,FWD
7491,2018 Nissan Versa 1.6 SV,49823.0,Black,Gray,CVT,FWD
7241,2013 Volkswagen Jetta SE,84092.0,Red,Black,Automatic,FWD
7282,2013 Scion xB Base,93613.0,White,Gray,Automatic,FWD
4790,2013 Dodge Avenger SE,63000.0,Blue,Beige,Automatic,FWD
9995,2018 Hyundai Accent SE,43547.0,White,Black,Automatic,FWD
9999,2017 Hyundai Accent SE,38873.0,Black,Beige,Automatic,FWD
9499,2017 Hyundai Accent SE,44263.0,Red,Gray,Automatic,FWD
6965,2014 Volkswagen Jetta SE,90385.0,Black,Black,Automatic,FWD
6800,2012 Toyota Sienna LE,116309.0,Red,Beige,Automatic,AWD
9991,2018 Kia Soul +,45700.0,Silve,Gray,Automatic,FWD
5491,2014 Hyundai Sonata GLS,100478.0,White,Beige,Automatic,FWD
9597,2016 Kia Optima EX,73212.0,Black,Beige,Automatic,FWD
6990,2013 Kia Optima LX,91788.0,White,Gray,Automatic,FWD
9510,2014 Hyundai Elantra,43937.0,Silve,Gray,Automatic,FWD
8481,2016 Hyundai Veloster Base,107347.0,Orange,Black,Automatic,FWD
8998,2017 Kia Soul Base,108528.0,Gray,Black,Automatic,FWD
7490,2013 Hyundai Sonata GLS,63188.0,Blue,Gray,Automatic,FWD
9990,2016 FIAT 500L Trekking,51681.0,Yellow,Black,Automatic,FWD
8995,2012 Ford Flex SEL,138216.0,Red,Beige,Automatic,FWD
8995,2011 Chevrolet Cruze LT,20921.0,Gold,Black,Automatic,FWD
6894,2011 Kia Sportage LX,103916.0,White,Black,Automatic,FWD
5700,2017 Mitsubishi Mirage G4 ES,74809.0,Gray,Black,CVT,FWD
6888,2012 Nissan Versa SV,100738.0,Red,Gray,CVT,FWD
8250,2010 Honda Accord EX-L,84794.0,White,Gray,Automatic,FWD
8990,2012 Ford Edge SEL,139564.0,Black,Gray,Automatic,FWD
6897,2010 Honda Accord EX-L,134303.0,Silve,Black,Automatic,FWD
9986,2013 Kia Sportage EX,55299.0,Red,Black,Automatic,FWD
8222,2014 Mitsubishi Lancer ES,54047.0,Black,Black,CVT,FWD
4495,2011 Hyundai Sonata GLS,112202.0,Silve,Gray,Manual,FWD
9990,2014 Nissan Altima 2.5 S,80590.0,Red,Beige,CVT,FWD
8963,2013 Buick Encore Convenience,98614.0,Gray,Black,Automatic,FWD
8298,2015 Kia Soul Base,43630.0,Gray,Gray,Manual,FWD
7498,2012 Toyota Corolla L,70888.0,Silve,Gray,Automatic,FWD
6788,2014 Volkswagen Tiguan Auto SE,117709.0,White,Black,Automatic,FWD
9888,2013 Nissan Pathfinder SV,100351.0,Silve,Gray,CVT,FWD
5350,2011 Volkswagen Jetta S,93407.0,Black,Black,Manual,FWD
6670,2013 Dodge Avenger SXT,104538.0,Blue,Black,Automatic,FWD
9900,2014 Toyota Corolla S Plus,63000.0,Gray,Black,CVT,FWD
6500,2012 Toyota Corolla 2.0 LE,125793.0,Silve,Othe,Automatic,FWD
7300,2012 Honda Civic LX,111385.0,Blue,Black,Automatic,FWD
8388,2014 Nissan Rogue Select S,81664.0,Gray,Black,CVT,FWD
5994,2015 Chevrolet Sonic LS,63502.0,Blue,Black,Automatic,FWD
6996,2013 Nissan Altima 2.5 SV,119124.0,Gray,Gray,CVT,FWD
6481,2016 Chevrolet Sonic LTZ,82954.0,Gray,Black,Automatic,FWD
8771,2018 Nissan Versa 1.6 SV,85840.0,Blue,Gray,CVT,FWD
8000,2012 Buick Regal GS,113477.0,Silve,Black,Manual,FWD
9250,2013 Nissan Rogue SV w/SL Pkg,89750.0,Gray,Gray,CVT,FWD
9000,2015 Ford Fusion SE,89273.0,Black,Black,Automatic,FWD
9988,2015 Nissan Rogue S,91330.0,Blue,Gray,CVT,FWD
7794,2016 Scion iA Base,69415.0,Red,Gray,Automatic,FWD
9989,2012 Subaru Outback 2.5i,90097.0,White,Beige,CVT,AWD
8900,2011 Honda Accord Crosstour EX,102839.0,Black,Othe,Automatic,FWD
7995,2014 Kia Optima LX,105580.0,Beige,Beige,Automatic,FWD
9300,2015 Mitsubishi Outlander Sport ES,75354.0,Black,Black,CVT,FWD
7477,2014 Nissan Rogue Select S,106803.0,Gray,Black,CVT,FWD
7276,2010 Honda Accord LX,73471.0,Red,Gray,Automatic,FWD
8000,2015 Kia Soul Base,45177.0,Black,Black,Automatic,FWD
6999,2011 Chrysler 200 Touring,61103.0,Blue,Black,Automatic,FWD
9038,2016 Kia Forte LX,49988.0,Red,Black,Automatic,FWD
9995,2012 Volvo C70 T5,99179.0,White,Black,Automatic,FWD
7995,2011 INFINITI G37 Journey,135184.0,Blue,Beige,Automatic,RWD
9980,2013 Volkswagen Passat 2.5L Wolfsburg Edition,53683.0,Gray,Gray,Automatic,FWD
9799,2014 Jeep Compass Sport,54413.0,White,Gray,CVT,FWD
8995,2013 Volkswagen GTI 2-Door,104033.0,Gray,Gray,Automatic,FWD
9998,2016 Chevrolet Malibu Limited LT,81242.0,Gray,Black,Automatic,FWD
5995,2013 Chevrolet Sonic LTZ,97389.0,Silve,Black,Automatic,FWD
9588,2016 Kia Sportage LX,88993.0,White,Black,Automatic,AWD
9300,2018 Ford Focus SE,37096.0,Black,Beige,Automatic,FWD
5998,2014 Chevrolet Spark LS,59583.0,Black,Silve,Automatic,FWD
5200,2010 Volkswagen Jetta SE,78579.0,Black,Gray,Manual,FWD
9995,2013 Dodge Dart Limited/GT,52034.0,Red,Black,Automatic,FWD
6844,2012 Jeep Liberty Sport,106978.0,White,Othe,Automatic,RWD
7995,2015 Kia Sportage LX,105281.0,Silve,Othe,Automatic,FWD
6888,2015 Ford Fiesta SE,51178.0,White,Othe,Automatic,FWD
8481,2013 Chevrolet Sonic LT,58152.0,Black,Othe,Manual,FWD
8169,2010 Honda CR-V EX-L,126282.0,Gray,Othe,Automatic,4x4/4-wheel drive
6300,2012 Jeep Patriot Latitude,103986.0,White,Gray,CVT,FWD
9498,2014 Kia Optima LX,89428.0,Brown,Othe,Automatic,FWD
8995,2011 Saab 9-5 Turbo4 Premium,83629.0,Black,Beige,Automatic,FWD
7716,2012 Jeep Compass Latitude,109709.0,White,Gray,CVT,4x4/4-wheel drive
7988,2012 Toyota Corolla LE,79245.0,Black,Gray,Automatic,FWD
7800,2015 Volkswagen Jetta 2.0L S,55207.0,Blue,Black,Automatic,FWD
8000,2013 Nissan Altima 2.5 SV,83924.0,Black,Beige,Automatic,FWD
9995,2013 Hyundai Veloster Turbo,63497.0,Orange,Black,Automatic,FWD
9477,2013 Volvo XC90 3.2,94601.0,Black,Black,Automatic,FWD
8500,2012 Hyundai Genesis Coupe 3.8 Track,124000.0,Silve,Black,Automatic,RWD
7400,2014 Ford Fiesta S,62000.0,White,Black,Automatic,FWD
9980,2013 Ford Taurus SEL,82525.0,Gray,Gray,Automatic,FWD
7952,2012 Kia Optima EX,153523.0,White,Beige,Automatic,FWD
9988,2016 Subaru Impreza 2.0i,93032.0,Silve,Black,CVT,AWD
8423,2014 Volkswagen Jetta SE,65685.0,Black,Beige,Automatic,FWD
9488,2013 Chevrolet Equinox 1LT,91342.0,Blue,Black,Automatic,FWD
6815,2013 Mazda Mazda3 i Grand Touring,104001.0,Black,Black,Manual,FWD
9999,2017 Hyundai Elantra SE,41520.0,Beige,Beige,Automatic,FWD
9995,2013 Toyota Tacoma Base,77085.0,White,Gray,Automatic,RWD
9741,2017 Kia Forte LX,35150.0,Gray,Black,Automatic,FWD
4900,2010 Ford Edge Limited,171067.0,Black,Black,Automatic,FWD
6995,2015 Nissan Versa Note S,79815.0,Blue,Gray,Manual,FWD
9911,2018 Nissan Versa 1.6 SV,34632.0,Red,Gray,CVT,FWD
4200,2010 Chevrolet Cobalt LT,143500.0,White,Gray,Automatic,FWD
7990,2015 Hyundai Elantra SE,64252.0,White,Gray,Automatic,FWD
9177,2018 Nissan Versa 1.6 SV,44449.0,Blue,Gray,CVT,FWD
8897,2018 Ford Focus SE,44134.0,Gray,Black,Automatic,FWD
9990,2017 Ford Focus SE,45275.0,Gray,Black,Automatic,FWD
7991,2013 Toyota Corolla S,65461.0,Silve,Silve,Automatic,FWD
9490,2016 Nissan Altima 2.5 SR,94103.0,Black,Gray,CVT,FWD
9995,2011 Honda Odyssey Touring,99785.0,Blue,Gray,Automatic,FWD
8998,2016 Chevrolet Malibu Limited LT,71213.0,Gray,Black,Automatic,FWD
8998,2016 Chevrolet Cruze Limited 2LT,46145.0,Red,Brow,Automatic,FWD
9999,2019 Ford Fiesta SE,34050.0,White,Black,Automatic,FWD
9998,2018 Kia Forte LX,49576.0,Black,Gray,Automatic,FWD
3495,2017 Nissan Juke SV,101316.0,Silve,Black,CVT,AWD
9199,2015 Nissan Altima 2.5 S,88777.0,Red,Othe,CVT,FWD
7490,2014 MINI Hardtop Cooper,82610.0,Silve,Black,Manual,FWD
6391,2015 Chevrolet Equinox LS,110375.0,White,Othe,Automatic,AWD
9000,2013 Toyota Corolla L,65635.0,Silve,Gray,Manual,FWD
9430,2012 Hyundai Sonata Limited,70387.0,Blue,Gray,Automatic,FWD
6000,2011 BMW 328 i,90000.0,Gray,Black,Automatic,RWD
6995,2012 Toyota Corolla L,73347.0,Blue,Othe,Automatic,FWD
8650,2017 Ford Fusion Titanium,81000.0,Red,Black,Automatic,FWD
6990,2014 Scion xB Base,95845.0,Black,Gray,Automatic,FWD
8995,2018 Kia Rio S,59044.0,Gray,Black,Automatic,FWD
9995,2011 Jeep Liberty Sport,52970.0,Beige,Beige,Automatic,4x4/4-wheel drive
9995,2013 Dodge Journey SXT,87530.0,Silve,Black,Automatic,AWD
9500,2015 Hyundai Elantra SE,51028.0,Black,Gray,Automatic,FWD
6900,2015 Dodge Dart SXT,72299.0,Orange,Black,Automatic,FWD
8996,2016 Toyota Corolla L,55250.0,Blue,Othe,Automatic,FWD
3295,2010 Hyundai Accent Blue,103476.0,Blue,Black,Manual,FWD
5995,2012 Chrysler 200 Touring,101989.0,Red,Othe,Automatic,FWD
8000,2013 Volkswagen Beetle 2.5L,68958.0,Red,Black,Automanual,4x2/2-wheel drive
8680,2014 Nissan Maxima SV,140734.0,Black,Gray,CVT,FWD
7988,2013 Mazda Mazda3 i SV,65934.0,Silve,Black,Automatic,FWD
9750,2015 Mazda Mazda5 Grand Touring,107913.0,Red,Beige,Automatic,FWD
7852,2015 Kia Soul Base,78209.0,Silve,Black,Automatic,FWD
9385,2013 Kia Optima LX,55652.0,Beige,Beige,Automatic,FWD
9000,2010 Honda Accord EX-L,95301.0,Gray,Gray,Automatic,FWD
9900,2018 Nissan Versa 1.6 SV,40760.0,White,Gray,CVT,FWD
8278,2015 Hyundai Sonata SE,101273.0,Black,Gray,Automatic,FWD
9994,2011 BMW 128 i,58003.0,Silve,Beige,Automatic,RWD
9779,2011 Ford Explorer Limited,152189.0,White,Othe,Automatic,4x4/4-wheel drive
9500,2014 Ford Escape S,77610.0,Black,Othe,Automatic,FWD
5488,2010 Honda Civic LX,112712.0,Black,Gray,Automatic,FWD
4250,2014 Chevrolet Spark LS,117014.0,Silve,Silve,CVT,FWD
9399,2015 Nissan Quest SV,126278.0,Gray,Gray,CVT,FWD
6878,2012 FIAT 500 Lounge,77279.0,White,White,Automatic,FWD
9297,2015 Volkswagen Passat 1.8T S,54341.0,Black,Othe,Automatic,FWD
6300,2010 Ford Focus SE,72406.0,Black,Black,Automatic,FWD
6500,2013 Kia Forte EX,84341.0,Gray,Black,Automatic,FWD
6299,2015 Nissan Versa Note S Plus,63174.0,Blue,Gray,CVT,FWD
9890,2016 Volkswagen Jetta 1.4T S w/Technology,66249.0,Gray,Black,Automatic,FWD
6991,2013 Hyundai Elantra Limited,109500.0,Black,Black,Automatic,FWD
9500,2010 Toyota RAV4 Base,74072.0,White,Othe,Automatic,FWD
8413,2013 Nissan Rogue S,94464.0,White,Black,CVT,FWD
8600,2011 Hyundai Genesis Coupe 2.0T,76500.0,Blue,Black,Automatic,RWD
9852,2012 Mazda Mazda3 s Touring,31645.0,Red,Black,Automatic,FWD
8323,2017 Kia Soul Base,70060.0,Gray,Black,Automatic,FWD
7000,2011 Hyundai Sonata GLS,83297.0,White,Beige,Automatic,FWD
8220,2013 Toyota Camry XLE,145584.0,Blue,Gray,Automatic,FWD
6995,2010 Nissan Rogue SL,98116.0,Gray,Black,CVT,AWD
9995,2013 Ford Edge Limited,101997.0,Silve,Black,Automatic,FWD
5999,2010 Subaru Forester 2.5X,129000.0,White,Gray,Automatic,AWD
5900,2016 Chevrolet Spark 1LT,72620.0,Blue,Othe,CVT,FWD
9985,2013 Hyundai Tucson GLS,99221.0,Brown,Beige,Automatic,FWD
8700,2014 Chevrolet Malibu 1LS,79629.0,Beige,Black,Automatic,FWD
7253,2016 Nissan Sentra S,119574.0,Silve,Gray,CVT,FWD
9977,2016 Hyundai Elantra GT Base,49101.0,Black,Black,Automatic,FWD
9990,2014 Mazda Mazda5 Sport,48459.0,White,Beige,Automatic,FWD
6975,2012 Chrysler 200 Touring,78626.0,Black,Black,Automatic,FWD
6994,2016 Hyundai Sonata 2.4,101068.0,Red,Gray,Automatic,FWD
9995,2010 Toyota Highlander Base,101864.0,Red,Gray,Automatic,FWD
7988,2011 Kia Sorento LX,140029.0,Silve,Othe,Automatic,FWD
9599,2015 Volkswagen Passat Auto Wolfsburg Ed,70130.0,Black,Black,Automatic,FWD
7489,2012 Hyundai Sonata GLS,135605.0,Blue,Gray,Automatic,FWD
9795,2014 Volkswagen CC DSG Sport PZEV,75221.0,Blue,Black,Automatic,FWD
6988,2012 Chevrolet Malibu LTZ,142002.0,White,Beige,Automatic,FWD
5988,2010 Ford Escape XLT,130495.0,Gray,Gray,Automatic,FWD
7988,2013 Volkswagen Passat 2.5 S,71849.0,Black,Gray,Automatic,FWD
8988,2013 Ford Escape SEL,127758.0,Black,Gray,Automatic,4x4/4-wheel drive
4988,2014 Ford Focus SE,98794.0,Black,Gray,Automatic,FWD
8200,2015 Chevrolet Malibu 1LT,84276.0,Red,Black,Automatic,FWD
6999,2017 Ford Fiesta SE,68816.0,Silve,Black,Automatic,FWD
9895,2015 Hyundai Sonata SE,115995.0,Red,Gray,Automatic,FWD
8950,2016 Hyundai Elantra SE,103876.0,Red,Gray,Automatic,FWD
7100,2015 Nissan Sentra S,52000.0,Gray,Gray,Automatic,FWD
7500,2012 Chevrolet Equinox 1LT,114982.0,Black,Black,Automatic,FWD
8389,2012 Kia Forte LX,87164.0,White,Gray,Automatic,FWD
7500,2014 Kia Forte EX,76881.0,Gray,Black,Automatic,FWD
7480,2013 Nissan Quest SV,118842.0,Silve,Gray,CVT,FWD
9911,2010 Audi A4 2.0T Premium Plus quattro,111609.0,Blue,Othe,Automatic,AWD
9753,2018 Nissan Versa 1.6 SV,38408.0,Red,Black,CVT,FWD
9995,2011 Nissan Rogue SV,75375.0,White,Gray,CVT,AWD
6199,2014 Ford Focus SE,92626.0,White,Black,Automatic,FWD
9998,2017 Hyundai Elantra SE,32659.0,Red,Gray,Automatic,FWD
9591,2012 Honda Accord EX-L,92371.0,Black,White,Automatic,FWD
9866,2015 Kia Soul Base,34775.0,Black,Black,Automatic,FWD
8989,2018 Ford Fiesta SE,42748.0,White,Gray,Automatic,FWD
9500,2010 Honda CR-V EX,94331.0,Gray,Othe,Automatic,4x4/4-wheel drive
9999,2019 Ford Fiesta SE,31082.0,Blue,Black,Automatic,FWD
8988,2016 Nissan Altima 2.5 S,93558.0,Black,Gray,CVT,FWD
10000,2012 Mazda MazdaSpeed3 Touring,109053.0,Black,Black,Manual,FWD
9975,2016 Kia Optima LX,97974.0,Silve,Black,Automatic,FWD
5990,2010 Kia Forte EX,94416.0,White,Brow,Automatic,FWD
9797,2018 Chevrolet Cruze LT,61701.0,Red,Black,Automatic,FWD
8991,2019 Toyota Yaris Sedan LE,30488.0,Red,Othe,Other / Unknown,FWD
7095,2014 Toyota Corolla LE Premium,74643.0,Gray,Gray,CVT,FWD
9391,2015 Kia Optima LX,67863.0,Silve,Beige,Automatic,FWD
9977,2015 MINI Hardtop Cooper,71640.0,Orange,Black,Manual,FWD
9995,2015 Chevrolet Sonic LT,41140.0,Blue,Black,Automatic,FWD
5790,2011 Nissan Versa 1.8 S,80189.0,Red,Gray,Automatic,FWD
6999,2012 Volkswagen Tiguan SE,87986.0,White,Black,Automatic,FWD
7999,2011 Cadillac CTS Luxury,94831.0,Black,Beige,Automatic,RWD
9298,2014 Mazda Mazda3 s Touring,73518.0,Gray,Black,Automatic,FWD
7999,2017 Nissan Versa 1.6 SV,58793.0,Blue,Gray,Automatic,FWD
9498,2014 Toyota Corolla S Plus,55377.0,Red,Black,CVT,FWD
7297,2015 Volkswagen Jetta 2.0L S,49480.0,Black,Black,Automatic,FWD
4995,2011 Jeep Liberty Limited,96458.0,Gray,Gray,Automatic,4x4/4-wheel drive
5590,2013 MINI Hardtop Cooper,78793.0,Silve,Black,Automatic,FWD
5491,2017 Chevrolet Sonic Premier,77042.0,Gold,Othe,Automatic,FWD
7998,2017 Hyundai Elantra SE,69455.0,White,Beige,Automatic,FWD
9500,2015 Mazda Mazda3 i Sport,64078.0,Silve,Black,Manual,FWD
9500,2016 Chevrolet Cruze Limited 2LT,55000.0,Silve,Black,Automatic,FWD
8990,2016 Toyota Corolla LE,58810.0,Green,Gray,CVT,FWD
8990,2014 Ford Mustang V6 Premium,74710.0,Gray,Black,Automatic,RWD
6995,2012 Ford Explorer Base,139162.0,White,Gray,Automatic,FWD
9198,2017 Volkswagen Jetta 1.4T S,45290.0,Gray,Black,Automatic,FWD
3500,2011 Nissan Versa 1.8 S,86702.0,Blue,Black,Automatic,FWD
9400,2012 Ford Explorer XLT,129174.0,Brown,Othe,Automatic,FWD
6900,2011 Nissan Rogue SV,107501.0,Gray,Gray,CVT,FWD
7000,2012 Jeep Compass Sport,111815.0,White,Gray,CVT,FWD
9944,2017 Kia Forte LX,35622.0,Othe,Othe,Automatic,FWD
6995,2011 Ford Taurus SEL,64463.0,Black,Gray,Automatic,FWD
9943,2014 Nissan Rogue Select S,81347.0,Silve,Gray,CVT,FWD
8752,2015 Nissan Altima 2.5 S,99789.0,Gray,Gray,CVT,FWD
8998,2016 Toyota Corolla L,74501.0,Green,White,CVT,FWD
8999,2017 Hyundai Accent SE,45930.0,Red,Gray,Automatic,FWD
9598,2017 Hyundai Elantra GT Base,67804.0,Blue,Black,Automatic,FWD
7997,2013 Nissan Altima 2.5 S,69637.0,Black,Gray,CVT,FWD
6995,2012 Subaru Impreza 2.0i,107219.0,White,Beige,Manual,AWD
9187,2015 Ford Fiesta SE,45267.0,Black,Black,Automatic,FWD
8670,2015 FIAT 500L Trekking,61107.0,Blue,Black,Automatic,FWD
8988,2015 Nissan Sentra S,52262.0,White,Gray,CVT,FWD
7575,2013 Hyundai Sonata SE,122175.0,Blue,Gray,Automatic,FWD
9989,2010 Nissan Maxima SV,67433.0,Black,Black,Automatic,FWD
7792,2017 Hyundai Accent SE,84946.0,Gray,Gray,Automatic,FWD
9988,2013 Dodge Charger SE,125509.0,Othe,Othe,Automatic,RWD
7493,2011 Kia Sorento EX,94789.0,Black,Black,Automatic,FWD
8400,2013 Honda Civic LX,93000.0,Silve,Gray,Automatic,FWD
9999,2016 Toyota Corolla LE,80666.0,Othe,Othe,CVT,FWD
8995,2018 Mitsubishi Mirage ES,49496.0,Black,Othe,Automatic,FWD
5900,2011 Jeep Patriot Sport,108500.0,Silve,Othe,CVT,FWD
9999,2013 Hyundai Sonata Limited,91655.0,Blue,Gray,Automatic,FWD
9994,2017 Volkswagen Jetta 1.4T S,36783.0,Beige,Black,Automatic,FWD
9994,2019 Nissan Versa 1.6 SV,28307.0,White,Othe,CVT,FWD
9848,2011 Toyota Sienna Base,118884.0,Silve,Othe,Automatic,FWD
6334,2014 Toyota Camry SE,128169.0,Gray,Gray,Automatic,FWD
9795,2017 Hyundai Accent SE,38368.0,White,Beige,Automatic,FWD
8999,2011 BMW X5 xDrive35i Premium,128844.0,Black,Red,Automatic,AWD
9999,2011 BMW 528 i,108201.0,Silve,Black,Automatic,RWD
5980,2013 Ford Fiesta Titanium,86046.0,Red,Black,Automatic,FWD
7990,2011 Kia Optima EX,90254.0,Gray,Othe,Automatic,FWD
6995,2012 FIAT 500 Pop,37663.0,Red,Beige,Automatic,FWD
6995,2012 Nissan Versa 1.6 SV,149068.0,Silve,Othe,CVT,FWD
6789,2015 Chevrolet Spark LS,58947.0,Purple,Silve,Manual,FWD
6600,2014 Dodge Journey SXT,117978.0,Gray,Black,Automatic,AWD
9999,2013 MINI Hardtop Cooper,52543.0,White,Black,Automatic,FWD
9751,2014 Toyota Corolla LE,57626.0,Red,Gray,CVT,FWD
9289,2012 Ford Fusion SEL,46044.0,White,Beige,Automatic,FWD
9595,2012 Hyundai Sonata GLS,32844.0,Gray,Gray,Automatic,FWD
9900,2017 Kia Soul Base,50973.0,White,Black,Manual,FWD
8977,2016 Nissan Versa Note S Plus,29542.0,Silve,Gray,CVT,FWD
8377,2014 Ford Focus SE,67206.0,Black,Othe,Automatic,FWD
9944,2012 Volkswagen Eos,66894.0,Silve,Othe,Automatic,FWD
9577,2015 Toyota Corolla L,85108.0,Silve,Othe,Automatic,FWD
5344,2011 Toyota Corolla,150142.0,Black,Othe,Other / Unknown,FWD
8469,2013 Hyundai Veloster Base,51553.0,Red,Gray,Automatic,FWD
7833,2013 Kia Optima LX,100146.0,Red,Beige,Automatic,FWD
9950,2013 GMC Terrain SLE-1,82369.0,Green,Black,Automatic,FWD
6975,2015 Chevrolet Spark 1LT,70396.0,Silve,Black,CVT,FWD
5995,2013 Kia Forte EX,111172.0,Brown,Gray,Automatic,FWD
9881,2015 Hyundai Veloster Turbo,78297.0,Black,Black,Automatic,FWD
6988,2017 Nissan Versa 1.6 SV,61471.0,Blue,Gray,CVT,FWD
7988,2012 Honda Accord EX-L,106761.0,Black,Black,Automatic,FWD
8500,2016 Toyota Corolla L,56225.0,Silve,Gray,Automatic,FWD
5000,2010 Ford Fusion SE,102067.0,Gray,Gray,Automatic,FWD
9975,2016 Nissan Sentra SV,86044.0,Blue,Gray,CVT,FWD
8491,2010 Chrysler Town & Country Touring Plus,102339.0,White,Gray,Automatic,FWD
9108,2010 BMW 528 i,147839.0,Gold,Othe,Automatic,RWD
8002,2010 Jeep Liberty Sport,87492.0,Beige,Beige,Automatic,RWD
9000,2013 Dodge Dart,62778.0,Red,Black,Manual,FWD
9899,2013 Hyundai Genesis Coupe 2.0T Premium,75475.0,Black,Black,Automatic,RWD
9955,2014 Nissan Rogue S,94738.0,Gray,Beige,CVT,FWD
7198,2016 Kia Forte LX,68781.0,Gray,Black,Automatic,FWD
6500,2012 Chevrolet Malibu 1LT,97738.0,Brown,Beige,Automatic,FWD
9497,2010 Hyundai Santa Fe Limited,69717.0,Silve,Black,Automatic,AWD
7950,2013 Ford Edge Limited,114871.0,Silve,Gray,Automatic,FWD
8900,2014 Ford Escape SE,89554.0,Silve,Gray,Automatic,FWD
6766,2014 Kia Forte EX,105801.0,White,Gray,Automatic,FWD
5995,2011 Toyota Yaris 3DR LB L AT,89720.0,Gray,Othe,Automatic,FWD
7995,2017 Dodge Journey SXT,96916.0,Black,Black,Automatic,FWD
5000,2010 Toyota Matrix S,102938.0,Silve,Gray,Manual,FWD
9898,2017 Hyundai Elantra GT Base,63238.0,Blue,Black,Automatic,FWD
8599,2010 Chevrolet Aveo LT,20991.0,Silve,Black,Automatic,FWD
5995,2016 Nissan Versa Note S Plus,14981.0,Black,Gray,CVT,FWD
9999,2019 Ford Fiesta SE,32210.0,Black,Black,Automatic,FWD
9598,2014 Jeep Compass Latitude,54547.0,White,Gray,Automatic,FWD
9497,2014 Volkswagen Passat 1.8T SE,49554.0,Black,Beige,Manual,FWD
7995,2015 Honda Civic Si,85239.0,Black,Red,Manual,FWD
7950,2019 Hyundai Accent SE,16285.0,Silve,Black,Automatic,FWD
9941,2018 Kia Soul +,48620.0,Blue,Gray,Automatic,FWD
8997,2016 Kia Soul Base,42298.0,White,Black,Automatic,FWD
9997,2016 Toyota Corolla LE,26167.0,White,Gray,CVT,FWD
5790,2011 MINI Cooper S Base,88219.0,White,Othe,Automatic,FWD
9490,2016 Chevrolet Malibu Limited LTZ,81231.0,Beige,Beige,Automatic,FWD
7490,2011 GMC Acadia SLT-1,111421.0,White,Black,Automatic,FWD
9990,2016 Hyundai Sonata SE,63256.0,Red,Beige,Automatic,FWD
9551,2014 Toyota Camry L,79421.0,Red,Black,Automatic,FWD
8897,2017 Volkswagen Jetta 1.4T S,56219.0,Red,Black,Automatic,FWD
6995,2013 Dodge Avenger SXT,66331.0,Blue,Black,Automatic,FWD
7900,2016 Dodge Grand Caravan AVP/SE,84012.0,Gray,Black,Automatic,FWD
6598,2013 Chevrolet Cruze 1LT,104683.0,Silve,Black,Automatic,FWD
9488,2014 Hyundai Sonata GLS,69588.0,Blue,Beige,Automatic,FWD
9989,2018 Toyota Yaris iA Base,53662.0,White,Othe,Automatic,FWD
4500,2015 Kia Forte LX,123269.0,White,Gray,Automatic,FWD
6982,2013 FIAT 500 Lounge,56266.0,White,Othe,Other / Unknown,FWD
9298,2015 Kia Soul +,37211.0,Black,Black,Automatic,FWD
7488,2013 Hyundai Elantra GT Base,102180.0,White,Beige,Automatic,FWD
7645,2013 Nissan Sentra S,81282.0,Black,Black,CVT,FWD
7154,2012 Jeep Compass Sport,111815.0,White,Othe,CVT,FWD
9940,2015 Hyundai Accent GLS,39889.0,Gray,Gray,Automatic,FWD
8872,2015 FIAT 500 Pop,28099.0,Black,Gray,Automatic,FWD
9045,2015 Chrysler 200 Limited,85041.0,Blue,Othe,Automatic,FWD
6990,2013 Scion xB,99314.0,White,Black,Automatic,FWD
9590,2015 Nissan NV200 SV,127705.0,White,Gray,CVT,FWD
8599,2012 Scion iQ Base,57869.0,Purple,Black,CVT,FWD
